idx,questions,choices,labels
9106,"Texas has a very long shoreline, but it isn't the longest of the nearby whats?",gulf states|united states|rivers|southwest|texoma,0
9107,"Because of safety concerns a law was passed, now all cars must have what?",windows|trunks|four wheels|seat belts|diesel engines,3
9108,In Japanese feudal times leaders would despise and punish people who they believe had no what?,adore|adore|honor|cherish|admire,2
9109,Billy Bob sat on a bar stool and ordered a steak.  He ordered a steak because despite the style this place didn't serve alcohol.  What sort of place was this?,dining hall|drunker|tavern|kitchen|restaurant,4
9110,Sweating excessively when you exercise will mean you need to do what?,fatigue|improve health|lazy|drink water|get tired,3
9111,The president is the highest office where?,zoo|white house|government|country|corporation,3
9112,What is the opposite of remembering?,answering question|stopping to think|knowing|closing eyes|forgetting,4
9113,"The woman was okay with the bug since it was a predator of aphids, where did the bug live?",garden|carpet|rug|meadow|rock,0
9114,Accidents involving cars affect who?,hurt people|happen anywhere|happen to people|happen anytime|happen to kids,2
9115,"While mowing the lawn he had to be careful not to hit the landscaping, he didn't want to launch a rock at a passing car while working in the what?",front yard|forest|back yard|suburbia|golf course,0
9116,Where can someone go and buy cheese?,pizza|bar|fridge|market|refrigerator,3
9117,What can some day be combined to form?,hackday|morning|twenty four|week|night,3
9118,What are you buying at the general store when you buy a box full of black and red chips?,old west|nachos|salt|shopping mall|checkers,4
9119,Where do homeless people go to ty to move around?,suffer from mental disorders|bus depot|suffer from mental disorders|street|bridge,1
9120,Where would a person keep a personal ficus?,good health|park|own home|lobby|park,2
9121,"A lawyer is taking care of proposals, what are they trying to do?",paperwork|getting work done|results|finishing up|marriage,1
9122,If a person is on vacation what are they likely to achieve?,feel pleasure|look attractive|interesting experiences|compliments|relaxation,0
9123,"He appreciated the small park and its taste of nature, living in the city just felt so what?",very hard|city|man made|indoors|artificial,4
9124,"If you awake but are not fully ready to be up, what are you likely to do?",stretch|yawn|sneezing|have fun|cough,1
9125,The person preferred what in life rather than a hectic mess?,celebrated|ownhouse|fulfilled|simplicity|headache,3
9126,If you put a newspaper on the floor and walk on it what is it taking the place of?,front door|jail|rug|porch|towel,2
9127,"John was good at singing, usually.  But today he couldn't do it.  Why can't John sing?",hoarse voice|change in mood|relaxation|feminine voice|being heard,0
9128,Where cna you find emergency dental office services?,hospital|michigan|minnesota|dentist|office building,0
9129,John is walking an aisle full of children's clothes and ahead of him he sees televisions.  What sort of store is he probably shopping at?,drugstore|garage|church|department store|grocery store,3
9130,"If you see a fox in a southern delta state, where are you?",hen house|louisiana|south carolina|wildlife|tennessee,1
9131,One might procure magazines and other items here.,library|doctor|table|market|electrical circuit,3
9132,Seeing the desired results of doing housework left her what?,smiley|house clean|getting good grades|feeling satisfied|boredom,3
9133,What do you normally get out to get yourself a drink?,bucket|backpack|getting drunk|cup|cabinet,3
9134,If you're committing murder what would happen to your victim?,sad|dying|regret|fear|killing,1
9135,"If you see skyscrapers outside the window of you hotel room, what kind of area are you in?",school|business interviews|resort|michigan|city,4
9136,Getting only a small taste might leave you what?,new realization|handicap|joy|ownership|wanting more,4
9137,An American might hike a mountain north to get to what?,canada|switzerland|orlando|austria|surface of earth,0
9138,What reaction would a fan have if they met their idol?,go crazy|cool air|hot shower|come in many sizes|cool room,0
9139,"She had to comfort friend that day, she gave her a big ole what?",friendly|sympathetic|handshake|cook|hug,4
9140,"If you sale all seven of them you might come across an isle or two, but the one with the treasure is in just a single what?",sea|river|ocean|body of water|auditorium,0
9141,What device with a lens would be used to see distant stars and planets?,camera|glasses|microscope|kaleidoscope|telescope,4
9142,Where do I go to pick more candy up when it's all gone?,online|supermarket|store|box|shop,2
9143,Where are you likely to find a phone bill?,mail slot|congress|restaurant|mail box|envelope,3
9144,In Texas what is likely to happen after stabbing someone to death?,killing|mess|enlightenment|capital punishment|imprisonment,3
9145,If someone has a strong feeling of greed and wants to make some quick money what might they try to do?,play poker|dominate world|advance into battle|conquer opponent|make friends,0
9146,How does god want one another to treat others according to the bible?,call them names|everywhere|care for people|work in life|speak to people,2
9147,Why would a person be happy about an accident?,found a penny|hurt people|not harmed|harm others|make mistakes,2
9148,What is likely to happen to a driver with an open sunroof during  rainstorm?,common cold|spinal injuries|splats|getting wet|exhilaration,3
9149,"His hatred drove him, he rose through the ranks and eventually led the soldiers to the end game of doing what?",judge|fight enemy|killing|advance into battle|conquer opponent,4
9150,Where can you fast forward through advertisements?,subway|television|mail box|mail bags|online videos,1
9151,You loose water in your body while playing sport because of what?,good health|pain|fatigue|sweating|injuries,3
9152,How can people acquire things they desire?,riots|wait in line|suffer pain|bank money|believe in god,3
9153,When you clean clothes what do you need to put in the washer?,soap|take off|sort|read labels|use water,0
9154,Where can you expect to find items made of fabric that adorn one's body?,sewing room|drawers|tailor shop|clothes store|clothing store,4
9155,"The man had worked hard to see idea become reality, seeing it work had him beaming with what?",celebrate|joy|feeling of accomplishment|sadness|pride,4
9156,What causes fear in skating?,injuries|increased heart rate|might fall|can't stop|move fast,2
9157,Where can a human find an animal park among other attractions?,school|new york city|carnival|many places|zoo,1
9158,"The bookshop only sold specialty items, so where should someone go for popular books?",shopping center|department store|student union|mall|school,1
9159,Where should I have a map that I want to use soon?,posession|suitcase|backpack|rest area|shirt,0
9160,Where would you put an electric razor to protect it from water?,bathroom|k mart|medicine cabinet|man's suitcase|refrigerator,2
9161,"It was dark and wet and only got worse the deeper they went, but they wanted to find the passageway to where the bats lived in the what?",batman|jungle|maze|cave|airport,3
